MIN=0	0	0	-0.1	0	0	
MAX=15	30	10	13	30	5	
SCALE=5	10	5	5	10	1	
DEC=1	2	2	2	2	2	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Collector Current" I_A / nA	"Acceleration Voltage" U_2 / V	"Frequency" f / Hz	
0	0.36	0.07	0.07	3.6	NAN	
0.1	0.075	-0.06	-0.06	0.75	NAN	
0.2	0.165	-0.04	-0.04	1.65	NAN	
0.3	0.06	0.015	0.015	0.6	NAN	
0.4	0.09	0.02	0.02	0.9	NAN	
0.5	0.12	0.015	0.015	1.2	NAN	
0.6	0.135	0.025	0.025	1.35	NAN	
0.7	0.165	0.025	0.025	1.65	NAN	
0.8	0.195	0.03	0.03	1.95	NAN	
0.9	0.225	0.025	0.025	2.25	NAN	
1	0.255	0.025	0.025	2.55	NAN	
1.1	0.27	0.13	0.13	2.7	NAN	
1.2	0.3	0.155	0.155	3	NAN	
1.3	0.33	0.17	0.17	3.3	NAN	
1.4	0.36	0.09	0.09	3.6	NAN	
1.5	0.39	0.16	0.16	3.9	NAN	
1.6	0.39	0.22	0.22	3.9	NAN	
1.7	0.42	0.33	0.33	4.2	NAN	
1.8	0.45	0.445	0.445	4.5	NAN	
1.9	0.48	0.545	0.545	4.8	NAN	
2	0.51	0.56	0.56	5.1	NAN	
2.1	0.525	0.51	0.51	5.25	NAN	
2.2	0.555	0.5	0.5	5.55	NAN	
2.3	0.585	0.385	0.385	5.85	NAN	
2.4	0.615	0.265	0.265	6.15	NAN	
2.5	0.645	0.105	0.105	6.45	NAN	
2.6	0.66	0.06	0.06	6.6	NAN	
2.7	0.69	0.06	0.06	6.9	NAN	
2.8	0.72	0.06	0.06	7.2	NAN	
2.9	0.75	0.08	0.08	7.5	NAN	
3	0.765	0.105	0.105	7.65	NAN	
3.1	0.795	0.17	0.17	7.95	NAN	
3.2	0.81	0.235	0.235	8.1	NAN	
3.3	0.84	0.36	0.36	8.4	NAN	
3.4	0.87	0.63	0.63	8.7	NAN	
3.5	0.9	0.8	0.8	9	NAN	
3.6	0.915	1	1	9.15	NAN	
3.7	0.945	1.075	1.075	9.45	NAN	
3.8	0.975	1.22	1.22	9.75	NAN	
3.9	1.005	1.22	1.22	10.05	NAN	
4	1.035	1.055	1.055	10.35	NAN	
4.1	1.05	0.785	0.785	10.5	NAN	
4.2	1.08	0.535	0.535	10.8	NAN	
4.3	1.095	0.35	0.35	10.95	NAN	
4.4	1.125	0.225	0.225	11.25	NAN	
4.5	1.155	0.14	0.14	11.55	NAN	
4.6	1.17	0.21	0.21	11.7	NAN	
4.7	1.2	0.215	0.215	12	NAN	
4.8	1.23	0.14	0.14	12.3	NAN	
4.9	1.26	0.18	0.18	12.6	NAN	
5	1.29	0.29	0.29	12.9	NAN	
5.1	1.305	0.425	0.425	13.05	NAN	
5.2	1.335	0.59	0.59	13.35	NAN	
5.3	1.365	0.815	0.815	13.65	NAN	
5.4	1.395	1.08	1.08	13.95	NAN	
5.5	1.425	1.36	1.36	14.25	NAN	
5.6	1.425	1.645	1.645	14.25	NAN	
5.7	1.455	1.84	1.84	14.55	NAN	
5.8	1.485	1.97	1.97	14.85	NAN	
5.9	1.515	1.785	1.785	15.15	NAN	
6	1.545	1.375	1.375	15.45	NAN	
6.1	1.56	1.045	1.045	15.6	NAN	
6.2	1.59	0.75	0.75	15.9	NAN	
6.3	1.62	0.52	0.52	16.2	NAN	
6.4	1.65	0.37	0.37	16.5	NAN	
6.5	1.68	0.28	0.28	16.8	NAN	
6.6	1.695	0.25	0.25	16.95	NAN	
6.7	1.725	0.25	0.25	17.25	NAN	
6.8	1.755	0.3	0.3	17.55	NAN	
6.9	1.77	0.4	0.4	17.7	NAN	
7	1.8	0.66	0.66	18	NAN	
7.1	1.815	0.85	0.85	18.15	NAN	
7.2	1.845	1	1	18.45	NAN	
7.3	1.875	1.295	1.295	18.75	NAN	
7.4	1.905	1.635	1.635	19.05	NAN	
7.5	1.935	1.97	1.97	19.35	NAN	
7.6	1.95	2.255	2.255	19.5	NAN	
7.7	1.98	2.37	2.37	19.8	NAN	
7.8	2.01	2.31	2.31	20.1	NAN	
7.9	2.04	2.06	2.06	20.4	NAN	
8	2.055	1.755	1.755	20.55	NAN	
8.1	2.085	1.395	1.395	20.85	NAN	
8.2	2.1	1.215	1.215	21	NAN	
8.3	2.13	0.86	0.86	21.3	NAN	
8.4	2.16	0.7	0.7	21.6	NAN	
8.5	2.175	0.595	0.595	21.75	NAN	
8.6	2.205	0.53	0.53	22.05	NAN	
8.7	2.235	0.525	0.525	22.35	NAN	
8.8	2.265	0.59	0.59	22.65	NAN	
8.9	2.295	0.7	0.7	22.95	NAN	
9	2.31	0.89	0.89	23.1	NAN	
9.1	2.34	1.145	1.145	23.4	NAN	
9.2	2.37	1.44	1.44	23.7	NAN	
9.3	2.4	1.91	1.91	24	NAN	
9.4	2.43	2.265	2.265	24.3	NAN	
9.5	2.43	2.52	2.52	24.3	NAN	
9.6	2.46	2.76	2.76	24.6	NAN	
9.7	2.49	2.81	2.81	24.9	NAN	
9.8	2.52	2.725	2.725	25.2	NAN	
9.9	2.535	2.535	2.535	25.35	NAN	
10	2.565	2.24	2.24	25.65	NAN	
10.1	2.595	1.935	1.935	25.95	NAN	
10.2	2.625	1.65	1.65	26.25	NAN	
10.3	2.655	1.42	1.42	26.55	NAN	
10.4	2.67	1.235	1.235	26.7	NAN	
10.5	2.7	1.18	1.18	27	NAN	
10.6	2.73	1.03	1.03	27.3	NAN	
10.7	2.76	0.99	0.99	27.6	NAN	
10.8	2.775	1.03	1.03	27.75	NAN	
10.9	2.79	1.15	1.15	27.9	NAN	
11	2.82	1.335	1.335	28.2	NAN	
11.1	2.85	1.595	1.595	28.5	NAN	
11.2	2.88	1.92	1.92	28.8	NAN	
11.3	2.91	2.295	2.295	29.1	NAN	
11.4	2.925	2.655	2.655	29.25	NAN	
11.5	2.955	2.99	2.99	29.55	NAN	
11.6	2.985	3.225	3.225	29.85	NAN	
11.7	3.015	3.425	3.425	30.15	NAN	
11.8	3.03	3.275	3.275	30.3	NAN	
11.9	3.06	3.155	3.155	30.6	NAN	
12	3.075	2.96	2.96	30.75	NAN	
12.1	3.105	2.73	2.73	31.05	NAN	
12.2	3.135	2.53	2.53	31.35	NAN	
12.3	3.15	2.32	2.32	31.5	NAN	
12.4	3.18	2.165	2.165	31.8	NAN	
12.5	3.195	2.175	2.175	31.95	NAN	
12.6	3.195	2.145	2.145	31.95	NAN	
12.7	3.195	2.15	2.15	31.95	NAN	
12.8	3.195	2.145	2.145	31.95	NAN	
12.9	3.195	2.22	2.22	31.95	NAN	
13	3.195	2.145	2.145	31.95	NAN	
13.1	3.195	2.145	2.145	31.95	NAN	
13.2	3.195	2.145	2.145	31.95	NAN	
13.3	3.195	2.15	2.15	31.95	NAN	
13.4	3.195	2.14	2.14	31.95	NAN	
13.5	3.195	2.155	2.155	31.95	NAN	
13.6	3.195	2.145	2.145	31.95	NAN	
