MIN=0	0	0	-0.1	0	0	
MAX=15	30	10	13	30	5	
SCALE=5	10	5	5	10	1	
DEC=1	2	2	2	2	2	
DEF="Time" t / s	"Voltage" U_A1 / V	"Voltage" U_B1 / V	"Collector Current" I_A / nA	"Acceleration Voltage" U_2 / V	"Frequency" f / Hz	
0	0.345	-0.045	-0.045	3.45	NAN	
0.1	0	0.09	0.09	0	NAN	
0.2	0.03	0.04	0.04	0.3	NAN	
0.3	0.06	0.04	0.04	0.6	NAN	
0.4	0.075	0.045	0.045	0.75	NAN	
0.5	0.105	0.045	0.045	1.05	NAN	
0.6	0.135	0.065	0.065	1.35	NAN	
0.7	0.165	0.055	0.055	1.65	NAN	
0.8	0.195	0.065	0.065	1.95	NAN	
0.9	0.21	0.065	0.065	2.1	NAN	
1	0.24	0.065	0.065	2.4	NAN	
1.1	0.27	0.075	0.075	2.7	NAN	
1.2	0.3	0.04	0.04	3	NAN	
1.3	0.33	0.11	0.11	3.3	NAN	
1.4	0.345	0.145	0.145	3.45	NAN	
1.5	0.375	0.185	0.185	3.75	NAN	
1.6	0.39	0.29	0.29	3.9	NAN	
1.7	0.42	0.4	0.4	4.2	NAN	
1.8	0.45	0.555	0.555	4.5	NAN	
1.9	0.48	0.685	0.685	4.8	NAN	
2	0.495	0.785	0.785	4.95	NAN	
2.1	0.525	0.765	0.765	5.25	NAN	
2.2	0.555	0.665	0.665	5.55	NAN	
2.3	0.585	0.45	0.45	5.85	NAN	
2.4	0.615	0.395	0.395	6.15	NAN	
2.5	0.63	0.325	0.325	6.3	NAN	
2.6	0.66	0.23	0.23	6.6	NAN	
2.7	0.69	0.185	0.185	6.9	NAN	
2.8	0.72	0.15	0.15	7.2	NAN	
2.9	0.735	0.165	0.165	7.35	NAN	
3	0.75	0.175	0.175	7.5	NAN	
3.1	0.78	0.27	0.27	7.8	NAN	
3.2	0.81	0.41	0.41	8.1	NAN	
3.3	0.84	0.545	0.545	8.4	NAN	
3.4	0.87	0.91	0.91	8.7	NAN	
3.5	0.885	1.27	1.27	8.85	NAN	
3.6	0.915	1.245	1.245	9.15	NAN	
3.7	0.945	1.6	1.6	9.45	NAN	
3.8	0.975	1.88	1.88	9.75	NAN	
3.9	1.005	1.89	1.89	10.05	NAN	
4	1.02	1.635	1.635	10.2	NAN	
4.1	1.05	1.225	1.225	10.5	NAN	
4.2	1.065	0.875	0.875	10.65	NAN	
4.3	1.095	0.57	0.57	10.95	NAN	
4.4	1.125	0.405	0.405	11.25	NAN	
4.5	1.14	0.28	0.28	11.4	NAN	
4.6	1.17	0.235	0.235	11.7	NAN	
4.7	1.2	0.14	0.14	12	NAN	
4.8	1.23	0.28	0.28	12.3	NAN	
4.9	1.26	0.39	0.39	12.6	NAN	
5	1.275	0.54	0.54	12.75	NAN	
5.1	1.305	0.765	0.765	13.05	NAN	
5.2	1.335	1.06	1.06	13.35	NAN	
5.3	1.365	1.425	1.425	13.65	NAN	
5.4	1.395	1.875	1.875	13.95	NAN	
5.5	1.41	2.365	2.365	14.1	NAN	
5.6	1.425	2.915	2.915	14.25	NAN	
5.7	1.455	3.225	3.225	14.55	NAN	
5.8	1.485	3.05	3.05	14.85	NAN	
5.9	1.515	2.62	2.62	15.15	NAN	
6	1.53	1.91	1.91	15.3	NAN	
6.1	1.56	1.335	1.335	15.6	NAN	
6.2	1.59	0.86	0.86	15.9	NAN	
6.3	1.62	0.56	0.56	16.2	NAN	
6.4	1.65	0.395	0.395	16.5	NAN	
6.5	1.665	0.325	0.325	16.65	NAN	
6.6	1.695	0.32	0.32	16.95	NAN	
6.7	1.725	0.415	0.415	17.25	NAN	
6.8	1.755	0.565	0.565	17.55	NAN	
6.9	1.77	0.86	0.86	17.7	NAN	
7	1.785	1.1	1.1	17.85	NAN	
7.1	1.815	1.67	1.67	18.15	NAN	
7.2	1.845	2.22	2.22	18.45	NAN	
7.3	1.875	2.87	2.87	18.75	NAN	
7.4	1.905	3.61	3.61	19.05	NAN	
7.5	1.92	4.295	4.295	19.2	NAN	
7.6	1.95	4.745	4.745	19.5	NAN	
7.7	1.98	4.635	4.635	19.8	NAN	
7.8	2.01	4	4	20.1	NAN	
7.9	2.025	3.11	3.11	20.25	NAN	
8	2.055	2.25	2.25	20.55	NAN	
8.1	2.07	1.54	1.54	20.7	NAN	
8.2	2.1	0.89	0.89	21	NAN	
8.3	2.13	0.69	0.69	21.3	NAN	
8.4	2.145	0.53	0.53	21.45	NAN	
8.5	2.175	0.5	0.5	21.75	NAN	
8.6	2.205	0.595	0.595	22.05	NAN	
8.7	2.235	0.8	0.8	22.35	NAN	
8.8	2.265	1.13	1.13	22.65	NAN	
8.9	2.28	1.605	1.605	22.8	NAN	
9	2.31	2.19	2.19	23.1	NAN	
9.1	2.34	2.9	2.9	23.4	NAN	
9.2	2.37	3.775	3.775	23.7	NAN	
9.3	2.4	4.545	4.545	24	NAN	
9.4	2.415	5.61	5.61	24.15	NAN	
9.5	2.43	6.195	6.195	24.3	NAN	
9.6	2.46	6.375	6.375	24.6	NAN	
9.7	2.49	5.83	5.83	24.9	NAN	
9.8	2.52	4.95	4.95	25.2	NAN	
9.9	2.535	3.86	3.86	25.35	NAN	
10	2.565	2.825	2.825	25.65	NAN	
10.1	2.595	2.02	2.02	25.95	NAN	
10.2	2.625	1.4	1.4	26.25	NAN	
10.3	2.655	1.02	1.02	26.55	NAN	
10.4	2.67	0.865	0.865	26.7	NAN	
10.5	2.7	0.74	0.74	27	NAN	
10.6	2.73	1.045	1.045	27.3	NAN	
10.7	2.745	1.4	1.4	27.45	NAN	
10.8	2.775	1.88	1.88	27.75	NAN	
10.9	2.79	2.55	2.55	27.9	NAN	
11	2.82	3.39	3.39	28.2	NAN	
11.1	2.85	4.385	4.385	28.5	NAN	
11.2	2.88	5.5	5.5	28.8	NAN	
11.3	2.91	6.605	6.605	29.1	NAN	
11.4	2.925	7.485	7.485	29.25	NAN	
11.5	2.955	7.905	7.905	29.55	NAN	
11.6	2.985	7.795	7.795	29.85	NAN	
11.7	3.015	7.115	7.115	30.15	NAN	
11.8	3.03	6.15	6.15	30.3	NAN	
11.9	3.06	4.925	4.925	30.6	NAN	
12	3.075	3.825	3.825	30.75	NAN	
12.1	3.105	2.815	2.815	31.05	NAN	
12.2	3.135	2.145	2.145	31.35	NAN	
12.3	3.15	1.72	1.72	31.5	NAN	
12.4	3.18	1.51	1.51	31.8	NAN	
12.5	3.195	1.51	1.51	31.95	NAN	
12.6	3.195	1.515	1.515	31.95	NAN	
12.7	3.195	1.5	1.5	31.95	NAN	
12.8	3.195	1.35	1.35	31.95	NAN	
12.9	3.195	1.49	1.49	31.95	NAN	
13	3.195	1.49	1.49	31.95	NAN	
13.1	3.195	1.485	1.485	31.95	NAN	
13.2	3.195	1.47	1.47	31.95	NAN	
13.3	3.195	1.495	1.495	31.95	NAN	
13.4	3.195	1.48	1.48	31.95	NAN	
13.5	3.195	1.48	1.48	31.95	NAN	
13.6	3.195	1.48	1.48	31.95	NAN	
